"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Pacotes com preços dinâmicos não podem ter opções customizadas. As opções não serão salvas."
"CMS","CMS"
"CRITICAL","CRíTICO"
"CSV","CSV"
"CSV / Tab separated","CSV / Separado por TABs"
"Cache Control","Controle de Cache"
"Cache Control (beta)","Controle de Cache (beta)"
"Cache Management","Gerenciamento de Cache"
"Cache Type","Tipo de Cache"
"Cancel","Cancelar"
"Cancel URL: ","URL de Cancelamento: "
"Cannot add new comment.","Impossível adicionar novo comentário."
"Cannot add tracking number.","Impossível adicionar o código de rastreio."
"Cannot create an invoice without products.","Impossível criar uma fatura sem produtos."
"Cannot create credit memo for the order.","Impossível criar uma nota de crédito para esse pedido."
"Cannot delete the design change.","Impossível deletar a mudança de design."
"Cannot delete tracking number.","Impossível deletar o código de rastreio."
"Cannot do shipment for the order separately from invoice.","Impossível criar uma remessa separada de uma fatura."
"Cannot do shipment for the order.","Impossível criar a remessa desse pedido."
"Cannot find the email address.","Email não encontrado."
"Cannot initialize shipment for adding tracking number.","Impossível abrir a remessa para adicionar o código de rastreio."
"Cannot initialize shipment for delete tracking number.","Impossível abrir a remessa para remover o código de rastreio."
"Cannot load track with retrieving identifier.","Cannot load track with retrieving identifier."
"Cannot retrieve tracking number detail.","Impossível carregar os detalhes desse código de rastreio."
"Cannot save shipment.","Impossível salvar a remessa."
"Cannot save the credit memo.","Impossível salvar a nota de crédito."
"Cannot send shipment information.","Impossível enviar as informações de remessa."
"Cannot update item quantity.","Impossível atualizar a quantidade do item."
"Cannot update the item\'s quantity.","Impossível atualizar a quantidade desse item."
"Card Verification Number","Código de Verificação do Cartão"
"Carrier","Transportadora"
"Catalog","Catálogo"
"Catalog Price Rules","Regras de Preço para Catálogo"
"Catalog Rewrites","Rewrites de Catálogo"
"Categories","Categorias"
"Category:","Categoria:"
"Chairs","Cadeiras"
"Change Orientation","Alterar Orientação"
"Channel","Canal"
"Chart is disabled. If you want to enable chart, click <a href=""%s"">here</a>.","Gráficos desativados. para ativa-los, clique <a href=""%s"">aqui</a>."
"Checkbox","Checkbox"
"Child Transactions","Transações Filhas"
"Choose Store View","Escolha a View da Loja"
"Choose a selection...","Escolha uma opção..."
"Choose an attribute","Escolha um atributo"
"Chosen category does not associated with any website, so url rewrite is not possible.","A categoria escolhida não está associada a nenhum webiste, impossível criar o rewrite de url."
"Chosen product does not associated with any website, so url rewrite is not possible.","O produto escolhido não está associado a nenhum website, impossível criar o rewrite de url."
"Clear","Limpar"
"Close","Fechar"
"Comment text field cannot be empty.","O campo de comentários não pode ser vazio."
"Complete","Completo"
"Configuration","Configuração"
"Confirmed email:","Email Confirmado:"
"Connect with the Magento Community","Conecte-se com a Comunidade Magento"
"Contents","Conteúdo"
"Continue","Continuar"
"Convert to Plain Text","Converter para Plain Text"
"Cookie (unsafe)","Cookie (inseguro)"
"Country","País"
"Country:","País:"
"Coupons","Coupons"
"Create","Criar"
"Create DB Backup","Criar Backup do Banco de Dados"
"Create New Attribute","Criar Novo Atributo"
"Create URL Rewrite:","Criar novo Rewrite de URL:"
"Created At","Criado Em"
"Credit Card %s","Cartão de Crédito %s"
"Credit Card Number","Número do Cartão de Crédito"
"Credit Card Number: xxxx-%s","Número do Cartão de Crédito: xxxx-%s"
"Credit Card Type","Tipo do Cartão de Crédito"
"Credit Card Type: %s","Tipo do Cartão de Crédit: %s"
"Credit Memo History","Histórico de Notas de Crédito"
"Credit Memo Totals","Total das Notas de Crédito"
"Credit Memos","Notas de Crédito"
"Credit memo #%s comment added","Comentário adicionado a nota de crédito #%s"
"Credit memo #%s created","Nota de crédito #%s criada"
"Credit memo\'s total must be positive.","O total da nota de crédito deve ser positivo."
"Currency","Moeda"
"Currency Information","Informações de Moeda"
"Currency Setup Section","Sessão de Configurações de Moeda"
"Current Configuration Scope:","Escopo da Configuração Atual:"
"Current Month","Mês Atual"
"Custom","Customizar"
"Custom Variable ""%s""","Variável Customizada ""%s"""
"Custom Variables","Variáveis Customizadas"
"Customer","Cliente"
"Customer Group:","Grupo do Cliente:"
"Customer Groups","Grupos de Cliente"
"Customer Name","Nome do Cliente"
"Customer Reviews","Reviews do Cliente"
"Customer Shopping Carts","Carrinhos do Cliente"
"Customer Since:","Cliente desde:"
"Customer Tax Classes","Classes de imposto do Cliente"
"Customer with the same email already exists.","Um cliente com o mesmo email já existe."
"Customers","Clientes"
"Customers by Number of Orders","Clientes por número de pedidos"
"Customers by Orders Total","Clientes por Total de pedidos"
"DHTML Date/Time Selector","Seletor de Data/Hora DHTML"
"Dashboard","Dashboard"
"Data Format","Formato da Data"
"Data transfer:","Transferência de Data:"
"Database","Banco de Dados"
"Dataflow - Advanced Profiles","Dataflow - Perfis Avançados"
"Dataflow - Profiles","Dataflow - Perfis"
"Date","Data"
"Date & Time","Data & Hora"
"Date Added","Data Adicionada"
"Date Updated","Data Atualizada"
"Date selection:","Seleção de Data:"
"Date selector","Seletor de Data"
"Day","Dia"
"Decimal separator:","Separador decimal:"
"Default (Admin) Values","Valores padrão (Admin)"
"Default Billing Address","Endereço de Cobrança Padrão"
"Default Config","Configuração Padrão"
"Default Template from Locale","Template Padrão para esse Locale"
"Default Values","Valores Padrão"
"Default display currency ""%s"" is not available in allowed currencies.","A moeda padrão ""%s"" selecionada para exibição não está ativa."
"Default scope","Escopo padrão"
"Delete","Deletar"
"Delete %s","Deletar %s"
"Delete %s '%s'","Deletar %s '%s'"
"Delete File","Deletar Arquivo"
"Delete Image","Deletar Imagem"
"Delete Profile","Deletar Perfil"
"Delete Role","Deletar Papel"
"Delete Store","Deletar Loja"
"Delete Store View","Deletar View da Loja"
"Delete Template","Deletar Template"
"Delete User","Deletar Usuário"
"Delete Website","Deletar Website"
"Delete theme","Deletar tema"
"Description","Descrição"
"Deselect All","Desmarcar Todos"
"Design","Design"
"Design Section","Sessão de Design"
"Details","Detalhes"
"Developer Section","Sessão de Desenvolvedor"
"Direction:","Direção:"
"Disable","Desativar"
"Disabled","Desativado"
"Display %s first","Mostrar %s primeiro"
"Display default currency","Mostrar moeda padrão"
"Distributed under GNU LGPL. See %s for details.","Distribuído sob a licença GNU LGPL. Para detalhes veja %s."
"Do not enable AVS or CSC options.  The do not work when using Payflow Link Silent Mode.","Não ative as opções de AVS ou CSC.  Elas não funcionam no modo Payflow Link Silent."
"Do not set any fields in the Billing and Shipping Information block as editable in your Payflow accout.","Não configure nenhum campo no bloco de cobrança e remessa da sua conta Payflow como editável."
"Do you really want to KILL parallel process and start new indexing process?","Você realmente deseja matar os processo paralelos e iniciar um novo processo de indexação?"
"Download","Download"
"Downloads","Downloads"
"Drag to move","Arraste para mover"
"Drop-down","Drop-down"
"Edit","Editar"
"Edit Design Change","Editar Mudança de Design"
"Edit Email Template","Editar Template de Email"
"Edit Filter","Editar Filtro"
"Edit Poll","Editar Enquete"
"Edit Queue","Editar Fila"
"Edit Review","Editar Review"
"Edit Role","Edit Papel"
"Edit Store View","Editar View da Loja"
"Edit System Template","Editar Template do Sistema"
"Edit Template","Editar Template"
"Edit URL Rewrite","Editar Rewrite de URL"
"Edit User","Editar Usuário"
"Edit User '%s'","Editar Usuário '%s'"
"Edit Website","Editar Website"
"Email","Email"
"Email Address:","Endereço de Email:"
"Email Preview","Preview do Email"
"Email to a Friend","Enviar para um Amigo"
"Email:","Email:"
"Enable","Ativar"
"Enable Secure Token:","Ativar Token de Segurança:"
"Enabled","Ativado"
"Enclose Values In:","Cercar os valores em:"
"Entity Attributes","Atributos de Entidade"
"Entity Type","Tipo de Entidade"
"Entity type:","Tipo de entidade:"
"Error","Erro"
"Excel XML","Excel XML"
"Excl. Tax","Excl. Impostos"
"Expiration Date","Data de Validade"
"Expiration Date: %s/%s","Data de Validade: %s/%s"
"Export","Exportar"
"Export CSV","Exportar CSV"
"Export Filters","Exportar Filtros"
"Export to:","Exportar para:"
"Export:","Exportar:"
"Extension","Extensão"
"Extensions","Extensões"
"FILTERS APPLIED","FILTROS APLICADOS"
"FTP Host[:Port]","Host[:Porta] FTP"
"Failed to add a product to cart by id ""%s"".","Erro ao adicionar o produto de id ""%s"" ao carrinho."
"Failed to cancel the billing agreement.","Erro ao cancelar o contrato de compra."
"Failed to clear the JavaScript/CSS cache.","Erro ao limpar o cache de JavaScript/CSS."
"Failed to delete the billing agreement.","Erro ao deletear o contrato de compra."
"Failed to update the profile.","Falha ao atualizar o perfil."
"Field","Campo"
"Field Mapping","Mapeamento de Campo"
"File","Arquivo"
"File Information","Informação do Arquivo"
"File System","Sistema de Arquivo"
"File mode","Modo do Arquivo"
"File name:","Nome do arquivo:"
"File size should be more than 0 bytes","O tamanho do arquivo deve ser maior que 0 bytes"
"Files","Arquivos"
"Finished profile execution.","Execução do perfil finalizada."
"First Invoice Created Date","Data de Criação da Primeira Fatura"
"First Name","Nome"
"First Name is required field.","Nome é um campo obrigatório."
"First Name:","Nome:"
"Fixed","Fixo"
"Flush Catalog Images Cache","Esvaziar o Cache de Imagens do Catálogo"
"Flush JavaScript/CSS Cache","Esvaziar o Cache de JavaScript/CSS"
"For category","Para a categoria"
"For latest version visit: %s","Para a última versão visite: %s"
"For product","Para o produto"
"Forgot your password?","Esqueceu a sua senha?"
"Forgot your user name or password?","Esqueceu o seu nome de usuário ou sua senha?"
"From","De"
"GLOBAL","GLOBAL"
"Gb","Gb"
"General Information","Informações Gerais"
"General Section","Sessão Geral"
"Get Image Base64","Obter Imagem Base64"
"Get help for this page","Obter ajuda para essa página"
"Global Attribute","Atributo Global"
"Global Record Search","Busca de Registro Global"
"Global Search","Busca Global"
"Go Today","Ir para Hoje"
"Go to messages inbox","Ir para caixa de entrada"
"Go to notifications","Ir para notificações"
"Google Base","Google Base"
"Google Base Items","Items do Google Base"
"Google Sitemaps","Google Sitemaps"
"Grand Total","Total"
"Grid (default) / List","Grid (padrão) / Lista"
"Grid Only","Apenas Grid"
"Group:","Grupo:"
"Guest","Visitante"
"HTTP (unsecure)","HTTP (inseguro)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","Ajude-nos a manter a qualidade do Magento - Reporte Todos os Bugs"
"Helper attributes should not be used in custom layout updates.","Atributos de um Helper não devem ser usados em atualizações customizadas de layout."
"Helper for options rendering doesn't implement required interface.","O Helper de renderização de opções não implementa a interface requerida."
"Home","Home"
"ID","ID"
"ID Path","Caminho do ID"
"IP Address","Endereço IP"
"IPN (Instant Payment Notification) Only","Apenas IPN (Instant Payment Notification)"
"Id","Id"
"If there is an account associated with %s you will receive an email with a link to reset your password.","Caso haja alguma conta no sistema associada com o email %s um link será enviado para o mesmo com informações de como redefinir a sua senha."
"If this message persists, please contact the store owner.","Se essa mensagem aparecer novamente, por favor entre em contato com o administrador da loja."
"If your Magento instance is used for multiple websites, you must configure a separate Payflow Link account for each website.","Se a sua instância do Magento é usada para múltiplos websites, você deve configurar um link Payflow para cada website."
"Ignore","Ignorar"
"Images","Imagens"
"Images (.gif, .jpg, .png)","Imagens (.gif, .jpg, .png)"
"Images Cache","Cache de Imagens"
"Import","Importar"
"Import Service","Serviço de Importação"
"Import and Export","Importar e Exportar"
"Import and Export Tax Rates","Importar e Exportar taxas de Imposto"
"Import/Export","Importar/Exportar"
"Import/Export Advanced","Importação/Exportação Avançada"
"Import/Export Profile","Importar/Exportar Perfil"
"Important: ","Importante: "
"Imported <strong>%s</strong> records","<strong>%s</strong> registros importados"
"In","Em"
"In Database:","No Banco de Dados:"
"In File:","No Arquivo:"
"In Stock","Em Estoque"
"Inactive","Inativo"
"Inactive Tabs","Abas Inativas"
"Incl. Tax","Incl. Impostos"
"Include","Inclui"
"Incoming Message","Nova Mensagem"
"Insert Variable...","Inserir Variável..."
"Interactive","Interativo"
"Interface Locale: %s","Locale da Interface: %s"
"Invalid Form Key. Please refresh the page.","Chave de verificação do Formulário Inválida. Por favor, atualize a página."
"Invalid Import Service Specified","Serviço de Importação especificado inválido"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in your php.ini file).","Dados de POST inválidos (verifique as configurações post_max_size e upload_max_filesize do seu arquivo php.ini)."
"Invalid Secret Key. Please refresh the page.","Chave Secreta Inválida. Por favor, atualize a página."
"Invalid Username or Password.","Usuário ou Senha Inválidos."
"Invalid directory: %s","Diretório Inválido: %s"
"Invalid email address ""%s"".","Endereço de email inválido ""%s""."
"Invalid file: %s","Arquivo inválido: %s"
"Invalid input data for %s => %s rate","Valor inválido para a taxa %s => %s"
"Invalid parent block for this block","O bloco pai desse bloco é inválido"
"Invalid parent block for this block.","O bloco pai desse bloco é inválido."
"Invalid sender name ""%s"". Please use only visible characters and spaces.","Remetente ""%s"" inválido. Use apenas caracteres visíveis e espaços."
"Invalid timezone","Fuso Horário Inválido"
"Invalidated","Invalidado"
"Inventory Stock Status","Status do Inventário de Estoque"
"Invoice #%s comment added","Comentário adicionado a fatura #%s"
"Invoice #%s created","Fatura #%s criada"
"Invoice History","Histórico de Faturas"
"Invoice Totals","Totais das Faturas"
"Invoice canceling error.","Erro ao cancelar a fatura."
"Invoice capturing error.","Erro ao capturar a fatura."
"Invoice voiding error.","Erro ao anular a fatura."
"Invoices","Faturas"
"Is Closed","Está Fechada"
"Issue Number","Número de Emissão"
"Issuer: %s","Emissor: %s"
"Items","Itens"
"JavaScript/CSS","JavaScript/CSS"
"JavaScript/CSS Cache","Cache JavaScript/CSS"
"Kb","Kb"
"Last 24 Hours","Últimas 24 Horas"
"Last 5 Orders","Últimos 5 Pedidos"
"Last 5 Search Terms","Últimos 5 Termos de Busca utilizados"
"Last 7 Days","Últimos 7 Dias"
"Last Credit Memo Created Date","Data da Criação da Última Nota de Crédito"
"Last Invoice Created Date","Data da Criação da Última Fatura"
"Last Logged In (%s):","Último Login Em (%s):"
"Last Logged In:","Último Login Em:"
"Last Name","Sobrenome"
"Last Name is required field.","Sobrenome é um campo obrigatório."
"Last Name:","Sobrenome:"
"Last updated: %s. To refresh last day\'s <a href=""%s"">statistics</a>, click <a href=""%s"">here</a>.","Última Atualização: %s. Para atualizar as <a href=""%s"">estatísticas</a>, clique <a href=""%s"">aqui</a>."
"Latest Message:","Última Mensagem:"
"Layered Navigation Indices","índices da Navegação em Camadas"
"Layered Navigation Indices were refreshed.","índice da Navegação em Camadas atualizado."
"Leave empty to use tax identifier","Deixe vazio para usar um identificador de imposto"
"Lifetime Sales","Total de Vendas"
"Lifetime statistics have been updated.","As estatísticas totais foram atualizadas com sucesso."
"Links","Links"
"Links with associated products will retain only after saving current product.","Os links com produtos associados serão aplicados somente depois que o produto atual for salvo."
"List (default) / Grid","Lista (padrão) / Grid"
"List Only","Apenas Lista"
"Load Template","Carregar Template"
"Load default template","Carregar template padrão"
"Loading Preview...","Carregando Preview..."
"Loading...","Carregando..."
"Local Server","Servidor Local"
"Local/Remote Server","Servidor Local/Remoto"
"Locale","Locale"
"Log In","Log In"
"Log Out","Log Out"
"Log in to Admin Panel","Logar no Painel de Administração"
"Log into Magento Admin Page","Logar na página de Administração do Magento"
"Logged in as %s","Logado como %s"
"Login","Login"
"Low Stock","Estoque Baixo"
"MAJOR","PRINCIPAL"
"MINOR","SECUNDáRIA"
"MS Excel XML","MS Excel XML"
"Magento Admin","Magento Admin"
"Magento Commerce - Administrative Panel","Painel Administrativo - Magento Commerce"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Gerenciador do Magento Connect"
"Magento Logo","Logo do Magento"
"Magento is a trademark of Magento Inc. Copyright &copy; %s Magento Inc.","Magento é uma marca registrada da Magento Inc. Copyright &copy; %s Magento Inc."
"Magento ver. %s","Magento ver. %s"
"Magento&trade; is a trademark of Magento Inc.<br/>Copyright &copy; %s Magento Inc.","Magento&trade; é uma marca registrada da Magento Inc.<br/>Copyright &copy; %s Magento Inc."
"Main Tabs","Abas Principais"
"Make Inactive","Tornar Inativo"
"Make sure that data encoding in the file is consistent and saved in one of supported encodings (UTF-8 or ANSI).","Certifique-se que a codificação no arquivo é consistente e está em um dos formatos suportados(UTF-8 ou ANSI)."
"Make sure that you configure the design settings for the Payflow Link form in your Payflow link account.","Certifique-se de ter setado as configurações de design na sua conta Payflow link."
"Manage Attribute Sets","Gerenciar Conjuntos de Atributos"
"Manage Attributes","Gerenciar Atributos"
"Manage Categories","Gerenciar Categorias"
"Manage Content","Gerenciar Conteúdo"
"Manage Currency Rates","Gerenciar Taxas de Moedas"
"Manage Customers","Gerenciar Clientes"
"Manage Ratings","Gerenciar Classificações"
"Manage Stores","Gerenciar Lojas"
"Manage Tax Rules","Gerenciar Regras de Imposto"
"Manage Tax Zones and Rates","Gerenciar Zonas de Imposto e Taxas"
"Manual","Manual"
"Matched Expression","Expressão Correspondente"
"Max","Max"
"Mb","Mb"
"Media (.avi, .flv, .swf)","Mídia (.avi, .flv, .swf)"
"Media storages synchronization has completed!","A sincronização dos armazenamentos de mídia completou com sucesso!"
"Messages Inbox","Caixa de Mensagens"
"Min","Min"
"Month","Mês"
"More Tabs","Mais Abas"
"Most Viewed","Mais Vistos"
"Most Viewed Products","Produtos Mais Vistos"
"Multiple Select","Seleção Múltipla"
"My Account","Minha Conta"
"N/A","N/D"
"NOTICE","AVISO"
"Name","Nome"
"Name on Card","Nome no Cartão"
"Name on the Card: %s","Nome no Cartão: %s"
"Name:","Nome:"
"New ","Novo "
"New API Key","Nova Chave de API"
"New Accounts","Novas Contas"
"New Attribute","Novo Atributo"
"New Block","Novo Bloco"
"New Category","Nova Categoria"
"New Class","Nova Classe"
"New Condition","Nova Condição"
"New Custom Variable","Nova Variável Customizada"
"New Customer","Novo Cliente"
"New Customers","Novos Clientes"
"New Design Change","Nova Mudança de Design"
"New Email Template","Novo Template de Email"
"New Group","Novo Grupo"
"New Invoice","Nova Fatura"
"New Item Type","Novo Tipo de Item"
"New Memo","Nova Anotação"
"New Memo for #%s","Nova Anotação para #%s"
"New Page","Nova Página"
"New Password","Nova Senha"
"New Poll","Nova Enquete"
"New Profile","Novo Perfil"
"New Rate","Nova Avaliação"
"New Rating","Nova Classificação"
"New Review","Novo Review"
"New Role","Novo Papel"
"New Rule","Nova Regra"
"New Search","Nova Busca"
"New Set","Novo Grupo"
"New Shipment","Nova Remessa"
