"USPS","USPS"
"Unable to retrieve tracking","Impossível obter rastreio"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","XML do United Parcel Service"
"Unknown error","Erro desconhecido"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Usado apenas quando a opção ""Valor de Proteção Adicional"" está setado para ""Configuração"". Deve conter apenas quantias numéricos."
"User ID","ID do Usuário"
"UserId","UserId"
"Variable","Variável"
"Weight Unit","Unidade de Peso"
"Width","Largura"
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Yes","Sim"
"Your Packaging","Sua Remessa"
