"The URL ""%s"" is not accessible.","A URL ""%s"" não é acessível."
"There was a problem installing Magento packages. Please read the log, correct errors and try again.","Houve um problema ao instalar os pacotes do Magento. Verifique o log, corrija todos os erros e tente novamente."
"Time Zone","Fuso Horário"
"Use Secure URLs (SSL)","Usar URLs Seguras (SSL)"
"Use Web Server (Apache) Rewrites","Usar Rewrites do Web Server (Apache)"
"User Name","Nome de Usuário"
"User Password","Senha do Usuário"
"Username","Nome de Usuário"
"Validation","Validação"
"Web access options","Opções de acesso Web"
"Welcome","Benvindo"
"Welcome to Magento's Installation Wizard","Benvido ao Assistente de Instalação do Magento"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","Você pode especificar a porta do servidor, ex.: localhost:3307<br />Se você não estiver usando o socket UNIX padrão, você poderá especifica-lo aqui no lugar do host, ex.: /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","Você pode ativar essa opção para usar a funcionalidade de rewrite do seu servidor web e com isso ganhar melhorias no SEO de sua loja."
"You're All Set","Tudo Pronto"
"You're All Set!","Tudo Pronto!"
