"An error occurred while removing items from wishlist.","Ocorreu um erro ao remover os itens da lista de desejos."
"Analytics","Analytics"
"Android","Android"
"App Background","Fundo do App"
"App Background (landscape mode).","Fundo do App (modo paisagem)."
"App Background (portrait mode).","Fundo do App (modo retrato)."
"App Background <br />(landscape mode)","Fundo do App <br />(modo paisagem)"
"App Background <br />(portrait mode)","Fundo do App <br />(modo retrato)"
"App Background image missing.","Imagem de fundo do App não encontrada."
"App Code","Código do App"
"App Information","Informações do App"
"App Name","Nome do App"
"App Stores","Lojas do App"
"App Submission History","Histórico de Envios de App"
"App Title","Título do App"
"App code required.","Código do App requerido."
"App does not exist.","O App não existe."
"App has been deleted.","O App foi deletado com sucesso."
"App has been saved.","O App foi salvo com sucesso."
"App has been submitted.","O App foi enviado com sucesso."
"App model not loaded.","O model do App não foi carregado."
"App with specified code does not exist.","O App com o código especificado não existe."
"Appears in the info section of your app (example: Copyright 2010 – Your Company, Inc.)","Exibido na sessão de info do seu app (exemplo: Copyright 2010 – Sua Empresa, LTDA.)"
"Application","Aplicação"
"Application Key","Chave de Aplicação"
"Application Master Secret","Segredo Mestre de Aplicação"
"Application Name","Nome da Aplicação"
"Application Secret","Segredo de Aplicação"
"Are you sure you want to delete this theme? This change will affect all applications.","Você tem certeza que deseja deletar esse tema? Isso irá alterar todas as aplicações afetadas."
"Are you sure you whant to cancel a message?","Você tem certeza que deseja cancelar a mensagem?"
"Are you sure you whant to delete a message?","Você tem certeza que deseja deletar a mensagem?"
"Are you sure you what to cancel selected records?","Você tem certeza que deseja cancelar os registros selecionados?"
"Are you sure you what to delete selected records?","Você tem certeza que deseja deletar os registros selecionados?"
"As a Magento customer, Urban Airship is offering you unlimited Push Notifications and Rich Push for $100/year* along with a 60 day free trial.","Por ser um cliente Magento, a Urban Airship está oferecendo a você Notificações Push Ilimitada e Rich Push por $100/ano* alem de um trial gratuito de 60 dias."
"Authentication complete.","Autenticação completa."
"Back","Voltar"
"Back to App Edit","Voltar a Edição do App"
"Background Color","Cor de Fundo"
"Banner on Home Screen","Banner na Tela Inicial"
"Banner on Home Screen (landscape mode) image missing.","A imagem do Banner na Tela Inicial (modo paisagem) não foi encontrada."
"Banner on Home Screen (portrait mode) image missing.","A imagem do Banner na Tela Inicial (modo retrato) não foi encontrada."
"Banner on Home Screen <br />(landscape mode)","Banner na Tela Inicial <br />(modo paisagem)"
"Banner on Home Screen <br />(portrait mode)","Banner na Tela Inicial <br />(modo retrato)"
"Banner on Home Screen image missing.","A imagem do Banner na Tela Inicial não foi encontrada."
"Billing address has been set.","O endereço de cobrança foi configurado."
"Buy %1$s for %2$s","Compre %1$s por %2$s"
"Buy %1$s for %2$s (%3$s incl. tax) each","Compre %1$s por %2$s (%3$s incl. impostos) cada"
"Buy %1$s for %2$s each","Compre %1$s por %2$s cada"
"Buyer country is not allowed by store.","O país do comprador não é permitido pela loja."
"Cache Lifetime (seconds)","Validade do Cache (segundos)"
"Cache Management","Gerenciamento de Cache"
"Can\'t add item to shopping cart.","Impossível adicionar o item ao carrinho."
"Can\'t apply the coupon code.","Impossível aplicar o cupom."
"Can\'t copy file ""%s"" to ""%s"".","Impossível copiar o arquivo ""%s"" para ""%s""."
"Can\'t create wishlist.","Impossível criar a lista de desejos."
"Can\'t delete ""%s"" theme.","Impossível deletar o tema ""%s""."
"Can\'t load XML.","Impossível carregar o XML."
"Can\'t load application with code ""%s""","Impossível carregar a aplicação com o código ""%s"""
"Can\'t load default themes.","Impossível carregar os temas padrão."
"Can\'t open submission form.","Impossível abrir o formulário de envio."
"Can\'t read file ""%s"".","Impossível ler o arquivo ""%s""."
"Can\'t remove the item.","Impossível remover o item."
"Can\'t reset theme.","Impossível resetar o tema."
"Can\'t save address.","Impossível salvar o endereço."
"Can\'t save the customer.","Impossível salvar os dados do cliente."
"Can\'t save theme.","Impossível salvar o tema."
"Can\'t show configuration.","Impossível exibir a configuração."
"Can\'t specify product.","Impossível especificar o produto."
"Can\'t submit application.","Impossível enviar a aplicação."
"Can\'t update cart.","Impossível atualizar o carrinho."
"Can\'t write to file ""%s"".","Impossível gravar no arquivo ""%s""."
"Cancel","Cancelar"
"Canceled","Cancelado"
"Cancelled","Cancelado"
"Cannot load theme ""%s"".","Impossível carregar o tema ""%s""."
"Cannot save theme ""%s"". Incorrect data received","Impossível salvar o tema ""%s"". Dados incorretos recebidos"
"Card Verification Number","Número de Verificação do Cartão"
"Card verification number is wrong","O número de verificação do cartão é inválido"
"Carrier","Transportadora"
"Cart","Carrinho"
"Cart has been updated.","O carrinho foi atualizado com sucesso."
"Cart has some errors.","O carrinho possúi erros."
"Cart is empty.","O carrinho está vazio."
"Catalog Only App?","App Apenas de Catálogo?"
"Category Button Color","Cor do Botão de Categoria"
"Category Item Background Color","Cor de Fundo do Item de Categoria"
"Chairs","Cadeiras"
"Change Orientation","Alterar Orientação"
"Change Password","Alterar Senha"
"Changes have been saved to theme.","As mudanças no tema foram salvas."
"Checkout has been initialized.","O checkout foi incializado."
"City","Cidade"
"Color Themes","Cores do Tema"
"Colors","Cores"
"Company","Companhia"
"Completed","Completo"
"Confirm New Password","Confirmar a Nova Senha"
"Confirm Password","Confirmar a Senha"
"Contact Email","Email de Contato"
"Contact Information","Informações de Contato"
"Content","Conteúdo"
"Copyright","Copyright"
"Copyright Page Logo","Logo da Página de Copyright"
"Copyright Page Logo <br />(iPhone 4 retina)","Logo da Página de Copyright <br />(iPhone 4 retina)"
"Countries Payment Applicable From","Países que o Meio de Pagamento é Aplicável"
"Country","País"
"Country options don\'t recognized for ""%s"".","Opções de país não reconhecidas para o item ""%s""."
"Coupon code %s is not valid.","O cupom %s não é válido."
"Coupon code %s was applied.","O cupom %s foi aplicado."
"Coupon code is empty.","O cupom está vazio."
"Coupon code was canceled.","O cupom foi cancelado."
"Creating a Template is allowed only for applications which have device type iPhone.","A criação de um template é permitida apenas para dispositivos que possuam o tipo de dispositivo iPhone."
"Credit Card","Cartão de Crédito"
"Credit Card %s","Cartão de Crédito %s"
"Credit Card Number","Número do Cartão de Crédito"
"Credit Card Type","Tipo do Cartão de Crédito"
"Credit card number does not match credit card type.","O nũmero do cartão de crédito não corresponde ao tipo do cartão."
"Current Password","Senha Atual"
"Currently, PayPal MEP is not available for the Android application","No momento o PayPal MEP não está disponível para aplicações Android"
"Custom App Icon","ícone Customizado do App"
"Custom App Icon <br />(iPhone 4 retina)","ícone Customizado do App <br />(iPhone 4 retina)"
"Custom Colors","Cores Customizadas"
"Customer authentication problem.","Problema de autenticação de cliente."
"Customer email not specified.","Email do cliente não especificado."
"Customer logout problem.","Problema no logout do cliente."
"Customer not logged in.","Cliente não está logado."
"Date Created","Data de Criação"
"Date Submitted","Data de Envio"
"Date Updated","Data da Atualização"
"Deeper Messaging and Engagement with Rich Push.","Sistema Avançado de Engajamento e Mensagens com o Rich Push."
"Default Billing Address","Endereço Padrão de Cobrança"
"Default Shipping Address","Endereço de Envio Padrão"
"Default Theme","Tema Default"
"Delete","Deletar"
"Delete theme","Deletar tema"
"Deleted","Deletado"
"Description","Descrição"
"Description that appears in Android Market. %s chars maximum. ","Descrição exibida no Android Market. Máximo de %s caracteres. "
"Description that appears in the iTunes App Store. %s chars maximum. ","Descrição exibida na iTunes App Store. Máximo de %s caracteres. "
"Deselect All","Deselecionar Todos"
"Design","Design"
"Device","Dispositivo"
"Device Information","Informações de Dispositivo"
"Device Type","Tipo de Dispositivo"
"Device doesn\'t recognized. Unable to load a template.","Dispositivo não reconhecido. Impossível carregar um template."
"Device doesn\'t recognized: ""%s"". Unable to load a helper.","Dispositivo não reconhecido: ""%s"". Impossível carregar um helper."
"Device doesn\'t recognized: ""%s"". Unable to load preview model.","Dispositivo não reconhecido: ""%s"". Impossível carregar o model de preview."
"Edit","Editar"
"Edit AirMail Message","Editar Mensagem AirMail"
"Edit AirMail Message Queue #%s","Editar Fila #%s de Mensagem AirMail"
"Edit App ""%s""","Editar App ""%s"""
"Edit Filter","Editar Filtro"
"Edit Template ""%s""","Editar o Template ""%s"""
"Email","Email"
"Email Address","Endereço de Email"
"Enable AirMail Message Push notification","Ativar notificações push AirMail"
"Enable Facebook","Ativar Facebook"
"Enable Flurry Analytics","Ativar Flurry Analytics"
"Enable Flurry Analytics for the merchant.","Ativar Flurry Analytics para o comerciante."
"Enable LinkedIn","Ativar LinkedIn"
"Enable Standard Checkout","Ativar Checkout Padrão"
"Enable Twitter","Ativar Twitter"
"Error while processing file ""%s"".","Erro ao processar o arquivo ""%s""."
"Error while reading data from Payment Bridge. Please, try again.","Erro ao ler os dados da Ponte de Pagamento. Por favor, tente novamente."
"Error while uploading file ""%s"".","Erro ao fazer o upload do arquivo ""%s""."
"Error while uploading file ""%s"". Disallowed file type. Only ""jpg"", ""jpeg"", ""gif"", ""png"" are allowed.","Erro ao fazer upload do arquivo ""%s"". Tipo de arquivo não permitido. Apenas arquivos do tipo ""jpg"", ""jpeg"", ""gif"", ""png"" são permitidos."
"Error.","Erro."
"Excl. Tax","Excl. Impostos"
"Expiration Date - Month","Data de Vencimento - Mês"
"Expiration Date - Year","Data de Vencimento - Ano"
"Extend the life of your app with Urban Airship Push Notifications.","Extenda a vida do seu app com as Notificações Push da Urban Airship."
"Extensions","Extensões"
"FILTERS APPLIED","FILTROS APLICADOS"
"Facebook API","API DE Facebook"
"Facebook Application ID","ID de Aplicação Facebook"
"Fax","Fax"
"File can\'t be uploaded.","O arquivo não pode ser enviado."
"File doesn\'t exist ""%s"".","O arquivo não existe ""%s""."
"First Name","Nome"
"Flurry API Code","Código da API Flurry"
"Flurry Analytics","Flurry Analytics"
"Flurry Analytics Site","Site do Flurry Analytics"
"Fonts","Fontes"
"Free","Grátis"
"Funk Leaf","Funk Leaf"
"General","Geral"
"Get Content from CMS Page","Trazer conteúdo de uma Pãgina CMS"
"Grand Total (Excl. Tax)","Total (Excl. Impostos)"
"Grand Total (Incl. Tax)","Total (Incl. Impostos)"
"Guest","Visitante"
"Header Background Color","Cor do Fundo do Cabeçalho"
"Header Font Color","Cor da Fonte do Cabeçalho"
"High Resolution Application Icon","ícone da Aplicação em Alta Resolução"
"Home","Home"
"Hot Red","Hot Red"
"How do you rate this product?","Qual a sua avaliação desse produto?"
"How to incorporate Urban Airship within your application:","Como incorporar a Urban Airship nas sua aplicação:"
"ID","ID"
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","ícone exibido no dispositivo do usuário depois que ele fizer o download do seu app. Tamanho recomendado: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","ícone exibido no dispositivo do usuário depois que ele fizer o download do seu app. Você não precisa aplicar um gradiente ou aredondar os cantos (isso é feito automaticamente pela Apple). Tamanho recomendado: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icon that will appear on the user\'s phone after they download your app. Você não precisa aplicar um gradiente ou aredondar os cantos (isso é feito automaticamente pela Apple). Tamanho recomendado: 114px x 114px."
"Icon that will appear on the user’s phone after they download your app.  You do not need to apply a gradient or soft edges (this is done automatically by Apple).  Recommended size: 57px x 57px at 72 dpi.","ícone exibido no dispositivo do usuário depois que ele fizer o download do seu app. Você não precisa aplicar um gradiente ou aredondar os cantos (isso é feito automaticamente pela Apple).  Tamanho recomendado: 57px x 57px at 72 dpi."
"Icons","ícones"
"If leave this field empty, the message will be sent immediately","Se você deixar esse campo vazio, a mensagem será enviada imediatamente"
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","Se você deseja desativar o cache do lado da aplicação, deixe esse campo em branco. Aviso! Ao desativar o cache, a aplicação levará mais tempo para carregar cada página."
"Image file was not found.","Arquivo de imagem não encontrado."
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.","Imagem exibida na primeira tela enquanto o seu programa está carregando. Tamanho obrigatório: 1024px x 768px."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Imagem exibida na primeira tela enquanto o seu programa está carregando. Tamanho obrigatório: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 320px x 460px.","Imagem exibida na primeira tela enquanto o seu programa está carregando. Tamanho obrigatório: 320px x 460px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Imagem exibida na primeira tela enquanto o seu programa está carregando. Tamanho obrigatório: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Imagem exibida na primeira tela enquanto o seu programa está carregando. Tamanho obrigatório: 768px x 1024px."
"Images","Imagens"
"In Queue","Na Fila"
"In Stock","Em Estoque"
"In addition, click here to review Urban Airship\'s Terms of Service: <a href=""%s"" target=""_blank"">click here</a>.","Em adição, clique aqui para rever os Termos de Serviço da Urban Airship: <a href=""%s"" target=""_blank"">clique aqui</a>."
"In order to resubmit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Para poder reenviar o seu app, você deve primeiro comprar um(a) <a href=""%s"" target=""_blank"">%s</a> da MagentoCommerce"
"In order to submit your app, you need to first purchase a <a href=""%s"" target=""_blank"">%s</a> from MagentoCommerce","Para poder enviar o seu app, você deve primeiro comprar um(a) <a href=""%s"" target=""_blank"">%s</a> da MagentoCommerce"
"Inactive Tabs","Abas Inativas"
"Incl. Tax","Incl. Impostos"
"Invalid XML.","XML Inválido."
"Invalid current password.","Senha atual inválida."
"Invalid customer data.","Dados inválidos de cliente."
"Invalid data.","Dados inválidos."
"Invalid email address.","Endereço de email inválido."
"Invalid item or wishlist.","Item ou lista de desejos inválida."
"Invalid login or password.","Login ou senha inválidos."
"Invalid shipping method.","Método de envio inválido."
"Issue Number","Número de Emissão"
"It\'s not allowed to delete submitted application.","Não é permitida a deleção de uma aplicação enviada."
"Item has been added to cart.","Item foi adicionado ao carrinho."
"Item has been deleted from cart.","Item foi deletado do carrinho."
"Item has been removed from wishlist.","Item foi removido da lista de desejos com sucesso."
"Items were updated. But can\'t update wishlist.","Os itens foram atualizados. Mas impossível atualizar a lista de desejos"
"Key","Chave"
"Keywords","Palavras Chave"
"Label","Rótulo"
"Large iTunes Icon","ícone Grande do iTunes"
"Large icon that appears in the iTunes App Store. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Required size: 512px x 512px.","ícone grande exibido na iTunes App Store. Você não precisa aplicar um gradiente ou arredondar os cantos (isso é feito automaticamente pela Apple). Tamanho obrigatório: 512px x 512px."
"Last Name","Sobrenome"
"LinkedIn API","API do LinkedIn"
"LinkedIn API Key","Chave de API do LinkedIn"
"LinkedIn Secret Key","Chave Secreta do LinkedIn"
"Loader Splash Screen","Loader Splash Screen"
"Loader Splash Screen <br />(iPhone 4 retina)","Loader Splash Screen <br />(iPhone 4 retina)"
"Loader Splash Screen <br />(landscape mode)","Loader Splash Screen <br />(modo paisagem)"
"Loader Splash Screen <br />(portrait mode)","Loader Splash Screen <br />(modo retrato)"
"Loading Preview...","Carregando Preview..."
"Locations","Localizações"
"Log In","Log In"
"Login and password are required.","Login e senha são obrigatórios."
"Logo in Header","Logo no Cabeçalho"
"Logo in Header image missing.","A imagem de Logo no Cabeçalho não foi encontrada."
"Logout complete.","Logout completo."
"MEP is PayPal\'s native checkout experience for the iPhone. You can choose to use MEP alongside standard checkout, or use it as your only checkout method for Magento mobile. PayPal MEP requires a <a href=""%s"">PayPal business account</a>","O MEP é a experiência de checkout nativa do PayPal para o iPhone. Você pode usar o MEP junto com o carrinho padrão, ou usa-lo apenas como seu único meio de checkout no Magento Mobile. O PayPal MEP requer uma <a href=""%s"">conta PayPal business</a>"
"Mailbox title","Titulo da caixa de email"
"Main Tabs","Abas Principais"
"Make Inactive","Tornar Inativo"
"Make this app available in the following territories","Tornar esse app disponível nos seguintes territórios"
"Manage Apps","Gerenciar Apps"
"Manage Mobile App","Gerenciar App Mobile"
"Maximum length is 140","O comprimento máximo é 140"
"Maximum length is 255","O comprimento máximo é 255"
"Merchant Label","Rótulo do Cliente"
"Message Queue","Fila de Mensagens"
"Message Settings","Configurações de Mensagem"
"Message Templates","Templates de Mensagem"
"Message Title","Título da Mensagem"
"Message Type","Tipo da Mensagem"
"Message can be edited when status of the message is ""IN QUEUE"" only.","A mensagem só pode ser editada quando o seu status for ""NA FILA""."
"Message content","Conteúdo da mensagem"
"Message title","Título da mensagem"
"Mobile","Móvel"
"Model of order is not loaded.","Model do pedido não carregado."
"More","Mais"
"More Info","Mais Info"
"More Tabs","Mais Abas"
"Name on Card","Nome no Cartão"
"Name that appears beneath your app when users install it to their device. We recommend choosing a name that is 10-12 characters and that your customers will recognize. %s chars max.","Nome que será exibido abaixo do seu app quando um usuário instala-lo em seu dispositivo. Nós recomendamos escolher um nome de 10 a 12 caracteres e que seus clientes vá reconher. Max. de %s caracteres."
"New AirMail Message","Nova Mensagem AirMail"
"New AirMail Message Queue","Nova Fila de Mensagem AirMail"
"New App","Novo App"
"New Password","Nova Senha"
"New Template","Novo Template"
"Nickname","Nickname"
"No items were specifed to update.","Nenhum item foi especificado para realizar a atualização."
"No items were updated.","Nenhum item foi atualizado."
"No product selected.","Nenhum produto solucionado."
"No such file ""%s"".","Não existe o arquivo de nome ""%s""."
"Not Submitted","Não Enviado"
"Notice","Aviso"
"One or more keywords that describe your app. Keywords are matched to users\' searches in the App Store and help return accurate search results. Separate multiple keywords with commas. 100 chars is maximum.","Uma ou mais palavras chaves que descrevem o seu app. Palavras chaves são combinadas as pesquisas na App Store e ajudam a tornar os resultados mais precisos. Separe múltiplas palavras com vírgulas. Máximo de 100 caracteres."
"Onepage checkout is disabled.","O checkout de uma página está desativado."
"Only custom theme can be deleted","Apenas temas customizados podem ser deletados"
"Only default theme can be reset","Apenas o tema default pode ser resetado"
"Only free apps are allowed in this version.","Apenas apps gratuitos são permitidos nessa versão."
"Only registered users can write reviews. Please, log in or register.","Apenas usuários registrados podem escrever reviews. Por favor, faça seu login ou registre-se."
"Options menu items","Itens do menu de opções"
"Order id not specified.","O id do pedido não foi especificado."
"Order is not available.","Pedido não disponível."
"Ordered","Comprado"
"POST data is not valid.","Dados de POST inválidos."
"Pages","Páginas"
"Password","Senha"
"Password fields cannot be empty.","Os campos de senha não podem ser vazios."
"PayPal MEP","PayPal MEP"
"PayPal Mobile Embedded Payment (MEP)","PayPal Mobile Embedded Payment (MEP)"
"Payment Applicable From","Pagamento Aplicável De"
"Payment Bridge module unavailable.","Módulo de Ponte de Pagamento indisponível."
"Payment Method has been set.","O Método de Pagamento foi configurado."
"Payment Methods","Métodos de Pagamento"
"Payment method was successfully set.","O método de pagamento foi configurado com sucesso."
"Please <a href=""%s"" target=""_blank"">click here</a> to see how to setup and retrieve API credentials.","Por favor <a href=""%s"" target=""_blank"">clique aqui</a> para ver como configurar e receber suas credenciais de API."
"Please Select Application","Por favor Selecione a Aplicação "
"Please Select Device Type","Por Favor Selecione o Tipo de Dispositivo"
"Please agree to all the terms and conditions before placing the order.","Por favor concorde com todos os termos e condições antes de realizar um pedido."
"Please enter ""App Title"".","Por favor digite o ""Título do App""."
"Please enter issue number or start date for switch/solo card type.","Por favor entre o número de emissão ou data de início para o cartão de tipo switch/solo."
"Please enter the Activation Key.","Por favor digite a Chave de Ativação."
"Please enter the Copyright.","Por favor digite o Copyright."
"Please enter the Description.","Por favor digite a Descrição."
"Please enter the Price.","Por favor digite o Preço."
"Please enter the Resubmission Key.","Por favor digite a Chave de Reenvio."
"Please enter the Title.","Por favor digite o Título."
"Please make sure your passwords match.","Por favor certifique-se que suas senhas são iguais."
"Please select at least one country.","Por favor selecione pelo menos um país."
"Please upload  an image for ""App Background (landscape mode)"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Fundo do App (modo paisagem)"" na Aba de Design."
"Please upload  an image for ""App Background (portrait mode)"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Fundo do App (modo retrato)"" na Aba de Design."
"Please upload  an image for ""App Background"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Fundo do App"" na Aba de Design."
"Please upload  an image for ""Banner on Home Screen (landscape mode)"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Banner na Tela Inicial (modo paisagem)"" na Aba de Design."
"Please upload  an image for ""Banner on Home Screen (portrait mode)"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Banner na Tela Inicial (modo retrato)"" na Aba de Design."
"Please upload  an image for ""Banner on Home Screen"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Banner na Tela Inicial"" na Aba de Design."
"Please upload  an image for ""Logo in Header"" field from Design Tab.","Por favor faça o upload de uma imagem para o campo ""Logo no Cabeçalho"" na Aba de Design."
"Preset Theme","Tema de Preset"
"Preview","Preview"
"Price","Preço"
"Price Font Color","Cor da Fonte do Preço"
"Primary Color","Cor Primária"
"Primary Font Color","Cor Primária da Fonte"
"Problem changing or sending password.","Problema ao alterar ou ao enviar a senha."
"Product Name3 ","Nome do Produto3 "
"Product Name3 1","Nome do Produto3 1"
"Product Name3 2","Nome do Produto3 2"
"Product is unavailable.","Produto indisponível."
"Product was not specified.","O produto não foi especificado."
"Product(s) currently out of stock.","Produto(s) esgotado(s)."
"Purchase Order Number","Número do Pedido de Compra"
"Push Notification","Notificação Push"
"Push Notifications allow you to send messages directly to the people who have installed your app on their device. Send messages to your full audience even when your app is closed. Push Notifications are one of the best ways to keep your app active by delivering valuable content directly to your customers. Learn more about Push Notifications - <a href=""%1$s"" target=""_blank"">%1$s</a>","Notificações Push permitem que você envie mensagens diretamente para as pessoas que tenham o seu app instalado no dispositivo delas. Envie mensagens para toda a sua audiência mesmo quando o app estiver fechado. Notificações Push é uma das melhores formas de manter o seu app sempre ativo entregand conteúdos de valor diretamente para seus clientes. Aprenda mais sobre notificações push - <a href=""%1$s"" target=""_blank"">%1$s</a>"
"Push Title","Título do Push"
"Push message","Mensagem push"
"Push title","Título do Push"
"Queue Date","Data da Fila"
"Queue Message","Mensagem da Fila"
"Queue does not exist.","Fila não existe."
"Quote instance is required.","Instância do Quote obrigatória."
"Recipient Information","Informações do Destinatário"
"Recommended size 1024px x 344px. Note: Image size affects the performance of your app.","Tamanho recomendado 1024px x 344px. Nota: O tamanho da imagem afeta a performance do seu app."
"Recommended size 1024px x 704px. Note: Image size affects the performance of your app.","Tamanho recomendado 1024px x 704px. Nota: O tamanho da imagem afeta a performance do seu app."
"Recommended size 320px x 230px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Tamanho recomendado 320px x 230px. Nota: O tamanho da imagem afeta a performance do seu app. Mantenha o tamanho da imagem abaixo dos 50 KB para melhor performance."
"Recommended size 320px x 258px. Note: Image size affects the performance of your app. Keep your image size below 50 KB for optimal performance.","Tamanho recomendado 320px x 258px. Nota: O tamanho da imagem afeta a performance do seu app. Mantenha o tamanho da imagem abaixo dos 50 KB para melhor performance."
"Recommended size 320px x 367px. Note: Image size affects the performance of your app. Keep your image size below 75 KB for optimal performance.","Tamanho recomendado 320px x 367px. Nota: O tamanho da imagem afeta a performance do seu app. Mantenha o tamanho da imagem abaixo dos 75 KB para melhor performance."
"Recommended size 35px x 35px.","Tamanho recomendado 35px x 35px."
"Recommended size 768px x 294px. Note: Image size affects the performance of your app.","Tamanho recomendado 768px x 294px. Nota: O tamanho da imagem afeta a performance do seu app."
"Recommended size 768px x 960px. Note: Image size affects the performance of your app.","Tamanho recomendado 768px x 960px. Nota: O tamanho da imagem afeta a performance do seu app."
"Refunded","Reembolsado"
"Regular and confirmation passwords must be equal","As senhas normais e de confirmação devem ser iguais"
"Related Product Background Color","Cor de Fundo de Produtos Relacionados"
"Reset theme to default","Resetar o tema para o padrão"
"Resubmission Key","Chave de Reenvio"
"Resubmit App","Reenviar App"
"Review","Revisão"
